категория,тип_запроса,конкурент,домен,тип_источника,n_запросов,n_hits
oral care,категорийный,Sensodyne,apteka.ru,перекуп,1,1
oral care,категорийный,Sensodyne,goldapple.ru,перекуп,1,1
oral care,категорийный,Sensodyne,market.yandex.ru,маркетплейс,1,1
oral care,категорийный,Sensodyne,planetazdorovo.ru,перекуп,1,1
oral care,категорийный,Sensodyne,poryadok.ru,перекуп,1,1
oral care,категорийный,Sensodyne,rigla.ru,перекуп,1,1
oral care,категорийный,Sensodyne,vc.ru,обзор,1,1
oral care,категорийный,Sensodyne,www.kp.ru,обзор,1,1
oral care,категорийный,Sensodyne,zdravcity.ru,перекуп,1,1
oral care,категорийный,Splat,apteka.ru,перекуп,2,2
oral care,категорийный,Splat,market.yandex.ru,маркетплейс,2,3
oral care,категорийный,Splat,wildberries.ru,маркетплейс,2,2
oral care,категорийный,Splat,24stoma.ru,экспертный ресурс,1,1
oral care,категорийный,Splat,doctorslon.ru,перекуп,1,1
oral care,категорийный,Splat,gorzdrav.org,перекуп,1,1
oral care,категорийный,Splat,mila.by,перекуп,1,1
oral care,категорийный,Splat,ozon.by,маркетплейс,1,1
oral care,категорийный,Splat,ozon.ru,маркетплейс,1,1
oral care,категорийный,Splat,podrygka.ru,перекуп,1,1
oral care,категорийный,Splat,poryadok.ru,перекуп,1,1
oral care,категорийный,Splat,rigla.ru,перекуп,1,1
oral care,категорийный,Splat,tomas.by,маркетплейс,1,1
oral care,категорийный,Splat,uteka.ru,перекуп,1,1
oral care,категорийный,Splat,www.kp.ru,обзор,1,1
oral care,категорийный,Splat,zdravcity.ru,перекуп,1,2
oral care,категорийный,Waterpik,dtf.ru,обзор,1,1
oral care,категорийный,Waterpik,dzen.ru,обзор,1,1
oral care,категорийный,Xiaomi,dtf.ru,обзор,2,2
oral care,категорийный,Xiaomi,dzen.ru,обзор,1,1
oral care,категорийный,Xiaomi,health.mail.ru,обзор,1,1
oral care,категорийный,Асепта,apteka.ru,перекуп,1,1
oral care,категорийный,Асепта,doctorslon.ru,обзор,1,1
oral care,категорийный,Асепта,gorzdrav.org,перекуп,1,1
oral care,категорийный,Асепта,health.mail.ru,обзор,1,1
oral care,категорийный,Асепта,kp.ru,обзор,1,1
oral care,категорийный,Асепта,market.yandex.ru,маркетплейс,1,1
oral care,категорийный,Асепта,ozon.ru,маркетплейс,1,1
oral care,категорийный,Асепта,planetazdorovo.ru,перекуп,1,1
oral care,категорийный,Асепта,stolichki.ru,перекуп,1,1
oral care,категорийный,Лесной бальзам,apteka.ru,перекуп,1,1
oral care,категорийный,Лесной бальзам,ozon.ru,маркетплейс,1,1
oral care,категорийный,Лесной бальзам,planetazdorovo.ru,перекуп,1,1
oral care,категорийный,Лесной бальзам,zdravcity.ru,перекуп,1,1
oral care,консультационный,Colgate,dentistpro.ru,экспертный ресурс,1,1
oral care,консультационный,Colgate,dtf.ru,обзор,1,1
oral care,консультационный,Colgate,health.mail.ru,обзор,1,1
oral care,консультационный,Colgate,zdravcity.ru,обзор,1,1
oral care,консультационный,Elmex,health.mail.ru,обзор,2,2
oral care,консультационный,Elmex,dentistpro.ru,экспертный ресурс,1,1
oral care,консультационный,Elmex,dtf.ru,обзор,1,1
oral care,консультационный,Elmex,stolichki.ru,обзор,1,1
oral care,консультационный,Elmex,stolichki.ru,перекуп,1,1
oral care,консультационный,Elmex,uteka.ru,экспертный ресурс,1,1
oral care,консультационный,Elmex,zdravcity.ru,обзор,1,1
oral care,консультационный,LACALUT,health.mail.ru,обзор,2,2
oral care,консультационный,LACALUT,24stoma.ru,экспертный ресурс,1,1
oral care,консультационный,LACALUT,dentistpro.ru,экспертный ресурс,1,1
oral care,консультационный,LACALUT,dtf.ru,обзор,1,1
oral care,консультационный,LACALUT,kp.ru,обзор,1,1
oral care,консультационный,LACALUT,zdravcity.ru,обзор,1,1
oral care,консультационный,Lacalut,kp.ru,обзор,2,2
oral care,консультационный,Lacalut,health.mail.ru,обзор,1,1
oral care,консультационный,Lacalut,hoff.ru,обзор,1,1
oral care,консультационный,Lacalut,zdravcity.ru,перекуп,1,1
oral care,консультационный,PresiDENT,health.mail.ru,обзор,2,2
oral care,консультационный,PresiDENT,24stoma.ru,экспертный ресурс,1,1
oral care,консультационный,PresiDENT,kp.ru,обзор,1,1
oral care,консультационный,PresiDENT,stolichki.ru,перекуп,1,1
oral care,консультационный,PresiDENT,uteka.ru,экспертный ресурс,1,1
oral care,консультационный,PresiDent,health.mail.ru,обзор,1,1
oral care,консультационный,PresiDent,kp.ru,обзор,1,1
oral care,консультационный,R.O.C.S.,kp.ru,обзор,3,4
oral care,консультационный,R.O.C.S.,byrdie.com,обзор,1,1
oral care,консультационный,R.O.C.S.,health.mail.ru,обзор,1,1
oral care,консультационный,R.O.C.S.,vc.ru,обзор,1,1
oral care,консультационный,R.O.C.S.,zdravcity.ru,перекуп,1,1
oral care,консультационный,SPLAT,health.mail.ru,обзор,1,1
oral care,консультационный,SPLAT,stolichki.ru,перекуп,1,1
oral care,консультационный,SPLAT,uteka.ru,экспертный ресурс,1,1
oral care,консультационный,Sensodyne,kp.ru,обзор,3,4
oral care,консультационный,Sensodyne,byrdie.com,обзор,1,1
oral care,консультационный,Sensodyne,health.mail.ru,обзор,1,1
oral care,консультационный,Sensodyne,vc.ru,обзор,1,1
oral care,консультационный,Sensodyne,zdravcity.ru,перекуп,1,1
oral care,консультационный,Splat,kp.ru,обзор,2,3
oral care,консультационный,Splat,byrdie.com,обзор,1,1
oral care,консультационный,Splat,health.mail.ru,обзор,1,1
oral care,консультационный,Splat,vc.ru,обзор,1,1
oral care,сравнительный,Acleon,megapteka.ru,перекуп,1,1
oral care,сравнительный,Acleon,tehnobzor.ru,обзор,1,1
oral care,сравнительный,Acleon,www.kp.ru,обзор,1,1
oral care,сравнительный,B.Well,health.mail.ru,обзор,1,1
oral care,сравнительный,B.Well,ozon.ru,маркетплейс,1,1
oral care,сравнительный,B.Well,tehnobzor.ru,обзор,1,1
oral care,сравнительный,CS Medica,health.mail.ru,обзор,1,1
oral care,сравнительный,CS Medica,ozon.ru,маркетплейс,1,1
oral care,сравнительный,CS Medica,tehnobzor.ru,обзор,1,1
oral care,сравнительный,GEZON,doctorslon.ru,экспертный ресурс,1,1
oral care,сравнительный,GEZON,dtf.ru,обзор,1,1
oral care,сравнительный,GEZON,vc.ru,обзор,1,1
oral care,сравнительный,Philips,doctorslon.ru,экспертный ресурс,1,1
oral care,сравнительный,Philips,dtf.ru,обзор,1,1
oral care,сравнительный,Philips,markakachestva.ru,обзор,1,1
oral care,сравнительный,Philips,techradar.com,обзор,1,1
oral care,сравнительный,Philips,vc.ru,обзор,1,1
oral care,сравнительный,Polaris,health.mail.ru,обзор,1,1
oral care,сравнительный,Polaris,ozon.ru,маркетплейс,1,1
oral care,сравнительный,Polaris,tehnobzor.ru,обзор,1,1
oral care,сравнительный,Revyline,doctorslon.ru,экспертный ресурс,1,1
oral care,сравнительный,Revyline,dtf.ru,обзор,1,1
oral care,сравнительный,Revyline,mvideo.ru,обзор,1,1
oral care,сравнительный,Revyline,ozon.ru,маркетплейс,1,2
oral care,сравнительный,Revyline,reviews.yandex.ru,обзор,1,3
oral care,сравнительный,Revyline,vc.ru,обзор,1,1
oral care,сравнительный,Splat,dtf.ru,обзор,1,1
oral care,сравнительный,Splat,health.mail.ru,экспертный ресурс,1,1
oral care,сравнительный,Splat,www.kp.ru,обзор,1,1
oral care,сравнительный,Xiaomi,goodmi.ru,обзор,1,1
oral care,сравнительный,Xiaomi,markakachestva.ru,обзор,1,1
oral care,сравнительный,Xiaomi,megapteka.ru,перекуп,1,1
oral care,сравнительный,Xiaomi,tehnobzor.ru,обзор,1,1
oral care,сравнительный,Xiaomi,www.kp.ru,обзор,1,1
